570714700000014321;																								21,714	1,209,819	1,096,743	1,179,141	1,120,173	1,038,336	1,297,761	1,265,967	1,101,846	1,014,828	1,267,193	1,182,531	1,039,364	1,196,243	1,066,245	1,037,606	1,227,654	742,557
570714700000014338;																								19,860	1,207,464	1,085,769	1,198,287	1,112,601	1,034,430	1,304,101	1,279,314	1,096,785	888,591	1,244,636	1,114,488	901,246	1,197,727	1,371,876	988,696	1,110,116	674,169
570715000000084607;																															32,320	4,810,553	5,467,485	6,787,203	6,628,798	5,880,569	5,784,269	6,728,939	5,601,933	6,862,308	3,893,860
570715000000084652;																															9,495	5,462,514	5,550,395	6,845,217	6,638,339	5,865,494	6,245,082	7,036,689	5,768,718	6,789,417	3,898,423
570715000000125539;																																		917,868	5,808,355	5,846,548	6,114,440	7,207,192	5,822,078	6,942,168	3,798,366
570715000000125546;																																		998,300	5,510,876	5,595,215	6,032,563	7,041,782	5,554,167	6,634,751	3,674,862
570715000000125591;																																		955,448	5,006,867	5,041,212	5,488,235	6,237,451	5,093,088	6,163,999	3,413,162
570715000000125614;																																		915,126	4,971,950	5,001,154	5,313,158	6,202,848	5,137,825	6,112,969	3,405,205
570715000000125621;																																		1,062,631	4,956,255	4,885,741	5,276,738	6,339,077	5,008,804	6,150,518	3,406,604
570715000000125638;																																		809,257	4,365,646	4,527,115	4,633,237	5,642,770	4,545,607	5,394,323	3,041,114
570715000000125652;																																		709,263	4,179,739	4,332,792	4,436,969	5,280,188	4,135,072	4,930,180	2,830,489
570715000000125669;																																		884,663	4,171,185	4,381,300	4,735,379	5,385,041	4,234,109	5,137,019	3,002,368
570715000000125683;																																		909,708	4,508,879	4,563,003	4,936,521	5,578,152	4,443,135	5,469,115	3,114,378
570715000000125706;																																		824,204	4,318,497	4,537,278	5,012,521	5,800,326	4,580,297	5,272,443	3,140,041
571313174000803322;																																					9,079	26,176	19,417	22,124	13,338
571313174000809805;																																							10,548	11,449	6,825
571313174000827052;																																						2,673	1,852	2,383	1,152
571313174001564222;																																							21,686	21,946	12,990
570714700000002786;																					617,000	945,000	1,043,000	881,510	1,034,495	924,405	990,140	910,355	842,970	1,059,820	1,060,735	762,645	816,975	1,019,341	934,021	868,850	939,792	1,084,745	791,235	877,539	403,713
570714700000003431;																							1,291,000	1,188,503	1,389,865	1,217,973	1,318,571	1,194,448	1,151,032	1,389,090	1,422,839	1,257,731	1,253,689	1,120,457	1,177,788	1,186,327	1,379,976	1,461,345	1,138,688	1,308,158	830,856
570714700000003448;																							1,127,333	1,015,115	1,159,987	1,075,298	1,129,464	1,079,584	1,016,294	1,290,239	1,237,016	1,079,232	1,054,437	1,183,872	1,114,500	1,044,581	1,126,474	1,276,316	957,976	1,121,470	674,959
570714700000003455;																							1,127,333	1,015,115	1,159,987	1,075,298	1,129,464	1,079,584	1,016,294	1,290,239	1,237,016	1,079,232	1,054,437	1,183,872	1,114,500	1,044,581	1,126,474	1,276,316	957,976	1,121,470	674,959
570714700000003462;																							1,127,333	1,015,115	1,159,987	1,075,298	1,129,464	1,079,584	1,016,294	1,290,239	1,237,016	1,079,232	1,054,437	1,183,872	1,114,500	1,044,581	1,126,474	1,276,316	957,976	1,121,470	674,959
570714700000006623;				6,257	16,875	20,461	20,773	16,329	20,227	16,540	20,592	15,830	16,400	15,500	19,600	19,000	24,000	20,420	17,180	20,500	22,400	22,050	25,550	5,200	6,500	10,700	7,803	7,406	0	8,053	285	0	0	0	0	0	0	0	0	0	0
570714700000008627;												54,861	247,454	265,668	323,163	222,411	322,491	288,213	238,473	252,720	308,640	248,798	266,601	229,201	268,217	207,509	243,578	223,078	174,223	254,332	229,325	209,246	143,820	190,088	107,351	155,940	205,081	200,641	144,636	202,274	102,872
570714700000010903;																				94,302	1,124,847	931,585	973,508	835,815	960,226	851,375	908,831	832,737	743,464	901,333	954,937	815,249	748,939	936,853	866,040	602,991	841,948	993,531	727,962	906,737	508,031
570714700000011252;																					735,750	1,002,172	1,044,043	892,821	1,039,366	935,445	1,010,340	930,980	862,179	1,092,759	1,071,713	898,369	852,453	977,825	949,914	882,005	912,992	936,322	796,381	979,418	574,511
570714700000011269;																					769,511	1,026,573	1,073,419	923,642	1,055,348	958,036	1,033,134	937,586	885,745	1,034,042	1,095,443	865,591	805,380	762,234	911,240	901,271	914,170	948,669	712,130	928,956	584,418
570714700000011849;																					109,008	961,873	1,020,813	860,366	1,006,675	879,186	891,665	883,063	850,064	1,061,200	1,019,233	892,021	844,493	990,990	846,661	804,980	855,295	1,070,578	796,093	950,238	550,302
570714700000011856;																					112,664	990,014	1,052,349	885,430	1,040,383	934,039	893,320	866,100	858,808	1,048,314	966,526	898,550	849,258	1,018,061	912,876	824,788	694,726	677,769	794,246	935,658	512,498
570714700000011863;																					114,081	1,001,702	1,079,779	915,913	1,063,933	965,328	1,040,941	952,879	897,805	1,043,057	753,081	931,058	882,924	1,039,269	1,003,712	892,567	971,371	1,134,915	842,959	997,932	597,875
570714700000012280;																						809,786	1,379,797	1,163,336	1,351,118	1,224,690	1,316,167	1,229,581	1,151,074	1,423,236	1,388,804	1,199,321	1,138,185	1,338,885	1,221,118	1,153,258	1,244,964	1,350,274	1,063,848	1,245,842	756,123
570714700000012297;																						753,707	1,322,591	1,103,785	1,270,476	1,156,350	1,246,762	1,138,166	1,086,713	1,362,975	1,200,006	1,136,340	1,082,925	1,272,853	1,189,477	1,107,338	1,191,826	1,381,764	985,133	1,189,472	718,756
570714700000012303;																						821,300	1,369,992	1,129,700	1,341,623	1,214,156	1,307,186	1,223,620	1,164,910	1,303,424	1,294,145	1,215,290	1,149,892	1,362,020	1,222,371	1,118,638	1,264,137	1,454,742	1,029,913	1,251,558	784,242
570714700000012792;																							1,358,927	1,182,966	1,083,544	1,202,708	1,330,483	1,197,542	1,196,076	1,405,596	1,403,374	1,217,179	1,194,187	1,380,320	1,273,566	1,182,300	1,344,432	1,485,774	1,124,437	1,313,931	801,194
570714700000012808;																							1,382,138	1,213,141	1,444,563	1,249,008	1,360,654	1,246,441	1,233,341	1,443,590	1,155,632	1,170,042	1,179,474	1,377,991	1,302,661	1,204,935	1,392,022	1,518,844	1,122,701	1,359,227	824,977
570714700000012815;																							1,404,754	1,184,877	1,451,410	1,285,048	1,435,353	1,293,657	1,261,966	1,468,970	1,482,495	1,306,778	1,281,135	1,438,805	1,383,119	1,281,355	1,462,483	1,509,045	1,215,855	1,371,234	885,543
570714700000013430;																							1,051,811	1,071,631	1,042,187	890,659	1,001,628	951,462	890,907	1,166,495	1,204,625	1,048,991	985,049	1,128,293	776,736	787,387	702,269	1,009,620	895,689	1,016,141	521,132
570714700000013812;																							298,920	1,185,178	1,328,211	1,193,828	1,357,413	1,226,290	1,172,839	1,290,078	1,294,256	1,153,111	1,116,089	1,386,266	1,273,658	1,173,304	1,266,152	1,499,285	1,098,522	1,319,491	769,165
570714700000013829;																							286,607	1,211,640	1,362,990	1,284,662	1,406,330	1,229,308	1,175,833	1,425,790	1,425,251	1,214,963	1,146,581	1,397,744	1,293,504	1,206,275	1,232,629	1,492,989	1,107,786	1,364,422	793,178
570714700000013904;																								969,662	1,155,147	1,022,068	1,123,300	973,946	933,319	1,203,174	1,173,134	1,018,715	991,307	1,132,629	1,046,700	966,360	1,021,971	1,234,562	914,373	1,088,770	637,378
570714700000013911;																								1,023,252	1,157,621	1,050,457	1,145,464	1,052,273	977,899	1,236,139	1,179,127	1,045,997	1,003,240	1,166,512	1,088,466	1,022,787	1,073,843	1,311,179	938,782	1,132,867	647,873
570714700000013928;																								953,625	1,133,234	987,822	1,064,839	975,653	900,352	1,137,003	1,162,667	963,913	925,462	1,071,736	995,324	948,993	997,581	902,123	871,616	1,007,474	541,617
570714700000014130;																							3,705	9,492	10,633	10,883	10,905	7,682	9,544	16,494	12,700	11,515	9,892	12,038	11,743	9,302	11,980	14,980	10,390	11,051	6,830
570714700000014178;																								857,242	1,095,802	955,219	1,049,805	875,886	868,436	1,120,861	1,095,081	965,774	945,853	1,067,118	965,513	929,228	998,186	1,183,190	857,386	928,619	537,836
570715000000115493;																																		14,263	24,289	17,123	23,362	28,898	17,219	22,153	11,637
570715000000137389;																																			19,472	14,912	19,627	18,462	15,462	17,865	10,971
571313174000650629;
571313174000805401;																																					12,596	19,357	11,918	24,052	2,212	1,640	2,409	2,085	936	1,222	1,003	1,313	1,689	14,509
571313174001608377;																																							2,430	6,279	794	286	466	605	111	166	52	201	296	2,976
571313174001641220;																																							398,302	9,038,778	983,944	644,010	918,209	801,705	405,638	474,168	331,037	566,822	859,981	5,985,514
571313174001641237;																																							391,070	9,106,291	977,895	616,713	877,782	766,704	406,795	478,551	359,132	543,926	812,071	5,839,570
571313174001641244;																																							498,281	8,690,789	947,562	505,929	828,838	763,263	381,997	473,103	354,880	531,052	805,290	5,591,913
571313174001641251;																																							318,299	8,648,567	909,997	589,307	842,859	687,383	389,281	473,293	367,476	544,067	828,831	5,632,493
571313174001641268;																																							299,673	8,542,322	893,501	570,203	826,523	706,248	390,614	468,531	381,943	518,466	791,129	5,547,158
570714700000000683;														53,587	378,575	411,686	439,406	403,831	336,859	369,799	411,484	318,221	373,657	323,012	347,603	313,101	364,816	309,415	286,398	400,619	349,608	320,380	292,393	364,819	288,410	297,733	344,042	393,040	278,860	343,837	33,721	21,783	29,241	30,131	12,763	18,519	8,195	18,098	31,685	204,137
570714700000000690;														53,587	378,575	411,686	439,406	403,831	336,859	369,799	411,484	318,221	373,657	323,012	347,603	313,101	364,816	309,415	286,398	400,619	349,608	320,380	292,393	364,819	288,410	297,733	344,042	393,040	278,860	343,837	33,721	21,783	29,241	30,131	12,763	18,519	8,195	18,098	31,685	204,137
570714700000000706;														53,587	378,575	411,686	439,406	403,831	336,859	369,799	411,484	318,221	373,657	323,012	347,603	313,101	364,816	309,415	286,398	400,619	349,608	320,380	292,393	364,819	288,410	297,733	344,042	393,040	278,860	343,837	33,721	21,783	29,241	30,131	12,763	18,519	8,195	18,098	31,685	204,137
570714700000001079;																			687,484	791,671	979,746	773,863	862,725	741,689	825,157	721,713	825,276	785,168	686,825	824,189	866,436	748,505	689,151	799,756	790,833	698,380	794,177	923,267	676,928	821,901	79,974	49,504	83,110	73,925	35,730	44,441	30,762	45,100	70,524	513,070
570714700000001086;																			687,484	791,671	979,746	702,155	760,956	676,029	794,716	726,185	792,265	717,984	672,454	868,399	723,081	683,051	677,126	821,255	794,078	692,526	764,407	866,981	648,783	815,958	74,217	51,614	78,905	75,748	33,444	42,544	27,504	44,974	71,687	500,637
570714700000001093;																			687,484	791,671	979,746	702,155	760,956	676,029	794,716	726,185	792,265	717,984	672,454	868,399	723,081	683,051	677,126	821,255	794,078	692,526	764,407	866,981	648,783	815,958	74,217	51,614	78,905	75,748	33,444	42,544	27,504	44,974	71,687	500,637
570714700000003134;																						625,761	1,278,631	981,036	1,079,407	1,113,975	952,970	1,007,793	915,636	1,285,301	1,203,671	1,087,596	997,999	1,268,789	1,182,506	996,898	1,070,490	1,180,194	969,616	1,235,179	116,006	73,722	109,654	102,248	44,489	61,257	39,401	67,462	101,220	715,458
570714700000003141;																						702,382	1,157,080	1,076,515	1,150,877	968,236	1,012,052	1,060,495	933,745	1,220,719	1,090,957	894,535	999,649	1,240,933	1,187,427	1,014,734	1,123,254	1,278,815	1,021,461	1,225,081	116,194	75,838	104,830	98,392	40,294	43,120	32,734	43,582	102,713	657,696
570714700000003158;																						702,382	1,157,080	1,076,515	1,150,877	968,236	1,012,052	1,060,495	933,745	1,220,719	1,090,957	894,535	999,649	1,240,933	1,187,427	1,014,734	1,123,254	1,278,815	1,021,461	1,225,081	116,194	75,838	104,830	98,392	40,294	43,120	32,734	43,582	102,713	657,696
570714700000003233;																						423,588	1,119,178	952,026	997,410	939,944	1,054,929	978,864	917,543	1,172,692	1,094,198	951,605	893,488		367,315	884,462	955,287	1,124,343	818,998	972,238	95,010	65,792	91,932	84,662	44,043	52,856	38,202	53,865	86,047	612,408
570714700000003240;																						409,975	1,096,203	955,269	997,410	939,944	1,054,929	978,864	917,543	1,172,692	1,094,198	951,605	893,488		367,944	907,044	975,609	1,102,543	807,032	981,920	96,151	67,181	93,333	85,435	44,803	53,500	40,057	54,855	84,679	619,994
570714700000003257;																						386,884	1,149,832	973,048	997,410	939,944	1,054,929	978,864	917,543	1,172,692	1,094,198	951,605	893,488		368,449	922,195	972,383	1,109,320	823,510	991,936	95,119	70,350	101,455	85,834	45,991	53,617	39,062	54,544	82,943	628,913
570714700000003264;																						374,929	1,277,510	1,125,734	1,174,747	1,099,745	1,263,015	1,128,788	1,082,703	1,369,434	1,318,972	1,132,656	968,342			999,454	1,171,450	1,359,299	1,008,355	1,175,116	118,044	91,287	108,676	94,832	49,081	58,621	40,345	65,180	120,450	746,517
570714700000003271;																						474,414	1,318,230	1,114,398	1,174,747	1,099,745	1,263,015	1,128,788	1,082,703	1,369,434	1,318,972	1,132,656	968,342			1,010,495	1,175,826	1,367,366	1,018,555	1,219,852	119,617	88,928	95,160	88,687	43,565	59,296	38,664	70,676	127,260	731,852
570714700000003288;																						434,275	1,204,628	1,023,424	1,096,681	1,046,239	1,119,908	1,013,014	935,428	1,253,203	1,160,788	1,047,076	970,423			914,631	1,101,049	1,279,649	970,253	1,159,234	110,950	82,743	93,933	84,392	40,084	66,297	45,643	65,145	104,068	693,254
570714700000003295;																						379,446	1,121,594	1,020,557	1,096,681	1,046,239	1,119,908	1,013,014	935,428	1,253,203	1,160,788	1,047,076	970,423			883,190	1,049,718	1,174,697	884,382	1,029,079	103,258	80,011	99,483	82,649	39,812	56,739	39,066	59,894	95,500	656,412
570714700000003301;																						340,576	1,103,842	1,025,778	1,099,489	1,039,579	1,160,487	1,037,539	948,755	1,245,270	1,208,085	1,030,588	952,805			837,998	992,287	1,168,231	867,568	1,043,542	96,699	65,083	91,174	86,404	39,874	56,879	40,799	53,048	87,348	617,308
570714700000003318;																						340,576	1,273,682	1,065,638	1,099,489	1,039,579	1,160,487	1,037,539	948,755	1,245,270	1,208,085	1,030,588	952,805			962,224	1,163,601	1,371,638	1,012,635	1,240,259	118,470	73,390	96,375	101,295	47,347	57,379	46,462	63,881	106,788	711,386
570714700000003370;																						143,726	1,100,672	915,618	966,171	933,752	1,059,217	974,353	874,147	1,120,967	1,107,825	914,173	849,170			731,207	936,235	1,073,334	826,214	981,290	89,805	72,967	80,539	71,752	37,618	54,021	36,486	52,471	83,128	578,787
570714700000003387;																						205,361	112,928	940,737	966,171	933,752	1,059,217	974,353	874,147	1,120,967	1,107,825	914,173	849,170			783,457	954,947	1,114,903	826,950	997,075	99,247	70,100	81,451	81,440	38,601	54,243	35,782	54,039	85,126	600,029
570714700000003394;																						177,603	1,156,392	950,288	966,171	933,752	1,059,217	974,353	874,147	1,120,967	1,107,825	914,173	849,170			801,299	974,397	1,141,152	854,098	1,023,636	96,693	71,716	79,827	79,807	37,882	51,965	32,958	53,823	92,945	597,615
570714700000003400;																						0	1,799,507	1,570,393	1,746,512	1,705,614	1,831,794	1,656,957	1,418,698	1,891,070	1,819,719	1,613,506	1,493,036			1,361,736	1,498,367	1,857,917	1,419,079	1,789,010	146,509	128,204	141,358	139,635	63,451	71,068	44,983	82,396	170,876	988,479
570714700000003417;																						0	1,914,923	1,599,492	1,746,512	1,705,614	1,831,794	1,656,957	1,418,698	1,891,070	1,819,719	1,613,506	1,493,036			1,440,860	1,701,206	2,048,772	1,442,065	1,824,181	168,272	110,019	101,112	143,936	63,098	91,724	58,227	100,612	179,425	1,016,425
570714700000003479;																							1,159,488	1,097,045	1,160,496	1,077,000	1,216,914	1,088,372	980,705	1,230,949	1,151,194	1,079,641	992,769			933,799	1,142,666	1,381,119	1,027,881	1,254,698	117,272	82,200	86,900	85,028	41,404	66,245	41,671	70,636	124,347	715,704
570714700000003486;																							1,062,700	1,086,072	1,160,496	1,077,000	1,216,914	1,088,372	980,705	1,230,949	1,151,194	1,079,641	992,769			901,256	1,076,774	1,276,293	955,168	1,154,202	110,809	82,302	87,749	80,468	35,121	58,336	34,971	68,821	120,835	679,411
570714700000003493;																							1,082,044	1,070,139	1,160,496	1,077,000	1,216,914	1,088,372	980,705	1,230,949	1,151,194	1,079,641	992,769			917,764	1,104,943	1,294,059	953,594	1,152,925	112,579	80,914	99,427	87,583	43,247	56,885	34,694	68,475	118,723	702,526
570714700000005282;																				821,621	1,116,326	914,323	975,335	824,002	870,101	857,101	937,795	843,493	780,508	1,019,425	985,677	784,805	776,926	946,261	918,828	793,735	892,134	903,691	735,562	955,147	87,317	59,974	81,529	76,180	30,743	48,157	25,733	51,887	84,710	546,231
570714700000005299;																				964,472	1,147,528	922,861	1,002,594	853,621	945,019	896,358	886,329	805,020	630,604	1,000,365	973,797	774,746	767,401	991,924	922,197	766,279	822,830	984,910	770,678	980,362	87,935	60,047	76,157	49,404	24,841	50,248	26,539	54,172	90,544	519,886
570714700000005305;																				964,382	1,148,436	945,106	996,522	819,755	917,275	883,669	963,840	866,950	645,706	1,081,535	1,019,773	863,966	799,075	697,900	955,109	816,923	926,311	961,352	703,214	987,172	89,093	59,631	64,609	63,910	32,272	588	6,054	55,081	90,747	461,984
570714700000005343;																				569,525	1,389,949	1,150,176	1,212,569	850,150	886,579	1,109,950	1,204,034	1,122,260	1,036,715	1,303,183	1,227,489	1,051,646	1,022,724	1,205,016	1,170,865	1,026,924	1,146,127	1,275,205	975,221	1,174,693	107,477	74,780	101,755	100,174	52,318	62,468	44,445	66,526	105,856	715,798
570714700000005367;																				530,211	1,270,174	1,012,113	1,114,843	942,762	1,072,803	1,024,220	1,099,454	1,036,512	943,331	1,208,815	1,127,296	967,287	908,606	1,078,652	1,081,362	934,743	1,037,878	1,130,223	818,980	1,070,879	90,271	69,128	91,085	94,214	44,688	56,977	39,901	58,670	92,580	637,514
570714700000005374;																				548,808	1,291,359	1,057,409	1,121,472	949,093	1,104,266	994,016	1,096,398	1,016,722	923,026	1,189,599	1,148,651	997,136	835,274	1,022,488	912,067	948,253	1,060,567	1,072,544	668,953	1,100,703	100,511	69,756	94,763	96,197	47,324	58,525	41,467	61,698	97,180	667,419
